@relation 'UnformattedKDDTrain+_20Percent-weka.filters.unsupervised.attribute.Remove-R7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11'

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute service {aol,auth,bgp,courier,csnet_ns,ctf,daytime,discard,domain,domain_u,echo,eco_i,ecr_i,efs,exec,finger,ftp,ftp_data,gopher,harvest,hostnames,http,http_2784,http_443,http_8001,imap4,IRC,iso_tsap,klogin,kshell,ldap,link,login,mtp,name,netbios_dgm,netbios_ns,netbios_ssn,netstat,nnsp,nntp,ntp_u,other,pm_dump,pop_2,pop_3,printer,private,red_i,remote_job,rje,shell,smtp,sql_net,ssh,sunrpc,supdup,systat,telnet,tftp_u,tim_i,time,urh_i,urp_i,uucp,uucp_path,vmnet,whois,X11,Z39_50}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute srv_serror_rate numeric
@attribute rerror_rate numeric
@attribute srv_rerror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute dst_host_rerror_rate numeric
@attribute dst_host_srv_rerror_rate numeric
@attribute isAttack {normal,neptune}

@data
0,tcp,ctf,S0,0,0,0,0,142,3,1,1,0,0,0.02,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,neptune
0,tcp,ssh,S0,0,0,0,0,228,13,1,1,0,0,0.06,0.05,0,255,13,0.05,0.06,0,0,1,1,0,0,neptune
0,tcp,auth,REJ,0,0,0,0,266,9,0,0,1,1,0.03,0.06,0,255,9,0.04,0.07,0,0,0,0,1,1,neptune
0,tcp,private,S0,0,0,0,0,265,17,1,1,0,0,0.06,0.05,0,255,16,0.06,0.08,0,0,1,1,0,0,neptune
0,tcp,netbios_dgm,S0,0,0,0,0,101,1,1,1,0,0,0.01,0.07,0,255,1,0,0.07,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,118,20,1,1,0,0,0.17,0.05,0,255,3,0.01,0.07,0,0,1,1,0,0,neptune
0,tcp,vmnet,S0,0,0,0,0,285,24,1,1,0,0,0.08,0.04,0,255,24,0.09,0.05,0,0,1,1,0,0,neptune
0,tcp,netbios_ssn,S0,0,0,0,0,274,16,1,1,0,0,0.06,0.05,0,255,16,0.06,0.05,0,0,1,1,0,0,neptune
0,tcp,klogin,S0,0,0,0,0,11,6,1,1,0,0,0.55,0.18,0,255,11,0.04,0.07,0,0,1,1,0,0,neptune
0,tcp,netbios_dgm,S0,0,0,0,0,94,17,1,1,0,0,0.18,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0,neptune
0,tcp,time,S0,0,0,0,0,223,13,1,1,0,0,0.06,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,94,8,1,1,0,0,0.09,0.09,0,255,4,0.02,0.07,0,0,1,1,0,0,neptune
0,tcp,telnet,S0,0,0,0,0,34,8,1,1,0,0,0.24,0.12,0,255,64,0.25,0.02,0.01,0,1,1,0,0,neptune
0,tcp,csnet_ns,S0,0,0,0,0,289,19,1,1,0,0,0.07,0.06,0,255,1,0,0.07,0,0,1,1,0,0,neptune
0,tcp,imap4,S0,0,0,0,0,268,6,1,1,0,0,0.02,0.06,0,255,6,0.02,0.08,0,0,1,1,0,0,neptune
0,tcp,finger,S0,0,0,0,0,140,18,1,1,0,0,0.13,0.05,0,255,7,0.03,0.06,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,282,16,1,1,0,0,0.06,0.06,0,255,15,0.06,0.08,0,0,1,1,0,0,neptune
0,tcp,ctf,S0,0,0,0,0,233,6,1,1,0,0,0.03,0.06,0,255,6,0.02,0.06,0,0,1,1,0,0,neptune
0,tcp,auth,S0,0,0,0,0,239,5,1,1,0,0,0.02,0.05,0,255,5,0.02,0.05,0,0,1,1,0,0,neptune
0,tcp,vmnet,S0,0,0,0,0,244,10,1,1,0,0,0.04,0.07,0,255,19,0.07,0.07,0,0,1,1,0,0,neptune
0,tcp,supdup,S0,0,0,0,0,218,20,1,1,0,0,0.09,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,neptune
0,tcp,auth,S0,0,0,0,0,102,2,1,1,0,0,0.02,0.05,0,255,2,0.01,0.05,0,0,1,1,0,0,neptune
0,tcp,telnet,S0,0,0,0,0,235,14,1,1,0,0,0.06,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,neptune
0,tcp,ctf,S0,0,0,0,0,225,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.07,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,291,16,1,1,0,0,0.05,0.06,0,255,14,0.05,0.08,0,0,1,1,0,0,neptune
0,tcp,uucp_path,S0,0,0,0,0,209,22,1,1,0,0,0.11,0.06,0,255,22,0.09,0.06,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,297,20,1,1,0,0,0.07,0.05,0,255,12,0.05,0.06,0,0,1,1,0,0,neptune
0,tcp,finger,RSTO,0,0,0,0,229,11,0,0,1,1,0.05,0.06,0,255,11,0.04,0.07,0,0,0,0,1,1,neptune
0,tcp,finger,S0,0,0,0,0,21,5,1,1,0,0,0.24,0.19,0,103,28,0.24,0.04,0.03,0.07,0.98,0.89,0,0,neptune
0,tcp,systat,S0,0,0,0,0,122,16,1,1,0,0,0.13,0.06,0,255,10,0.04,0.07,0,0,1,1,0,0,neptune
0,tcp,supdup,S0,0,0,0,0,120,2,1,1,0,0,0.02,0.07,0,255,2,0.01,0.05,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,110,10,1,1,0,0,0.09,0.06,0,255,10,0.04,0.08,0,0,1,1,0,0,neptune
0,tcp,http,REJ,0,0,0,0,273,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.07,0,0,0,0,1,1,neptune
0,tcp,private,S0,0,0,0,0,257,14,1,1,0,0,0.05,0.07,0,255,14,0.05,0.07,0,0,1,1,0,0,neptune
0,tcp,exec,S0,0,0,0,0,102,12,1,1,0,0,0.12,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,neptune
0,tcp,courier,S0,0,0,0,0,103,10,1,1,0,0,0.1,0.05,0,255,10,0.04,0.05,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,267,6,1,1,0,0,0.02,0.06,0,255,27,0.11,0.06,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,150,25,1,1,0,0,0.17,0.05,0,255,8,0.03,0.05,0,0,1,1,0,0,neptune
0,tcp,private,REJ,0,0,0,0,135,17,0,0,1,1,0.13,0.06,0,255,37,0.15,0.07,0,0,0,0,1,1,neptune
0,tcp,private,S0,0,0,0,0,283,1,1,1,0,0,0,0.06,0,255,6,0.02,0.07,0,0,1,1,0,0,neptune
0,tcp,http,S0,0,0,0,0,235,15,1,1,0,0,0.06,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,117,9,1,1,0,0,0.08,0.06,0,255,9,0.04,0.08,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,245,5,1,1,0,0,0.02,0.06,0,255,6,0.02,0.06,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,134,10,1,1,0,0,0.07,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,neptune
0,tcp,ldap,S0,0,0,0,0,147,20,1,1,0,0,0.14,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,neptune
0,tcp,ftp_data,S0,0,0,0,0,3,1,1,1,0,0,0.33,0.67,0,255,55,0.22,0.02,0.01,0,1,1,0,0,neptune
0,tcp,csnet_ns,S0,0,0,0,0,120,11,1,1,0,0,0.09,0.06,0,255,6,0.02,0.07,0,0,1,1,0,0,neptune
0,tcp,http,S0,0,0,0,0,147,18,1,1,0,0,0.12,0.05,0,255,18,0.07,0.08,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,215,12,1,1,0,0,0.06,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,neptune
0,tcp,bgp,S0,0,0,0,0,270,7,1,1,0,0,0.03,0.06,0,255,7,0.03,0.07,0,0,1,1,0,0,neptune
0,tcp,iso_tsap,S0,0,0,0,0,205,19,1,1,0,0,0.09,0.06,0,255,19,0.07,0.05,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,195,17,1,1,0,0,0.09,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,184,20,1,1,0,0,0.11,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,187,16,1,1,0,0,0.09,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,neptune
0,tcp,private,REJ,0,0,0,0,106,4,0,0,1,1,0.04,0.08,0,81,4,0.05,0.1,0.01,0,0,0,1,1,neptune
0,tcp,ldap,S0,0,0,0,0,63,7,1,1,0,0,0.11,0.1,0,255,15,0.06,0.08,0,0,1,1,0,0,neptune
0,tcp,http,S0,0,0,0,0,227,11,1,0.91,0,0,0.04,0.07,0.18,255,10,0.04,0.09,0,0,1,1,0,0,neptune
0,tcp,netstat,S0,0,0,0,0,145,24,1,1,0,0,0.17,0.05,0,255,23,0.09,0.07,0,0,1,1,0,0,neptune
0,tcp,discard,S0,0,0,0,0,242,1,1,1,0,0,0,0.07,0,255,1,0,0.07,0,0,1,1,0,0,neptune
0,tcp,echo,S0,0,0,0,0,56,7,1,1,0,0,0.12,0.09,0,255,7,0.03,0.07,0,0,1,1,0,0,neptune
0,tcp,sunrpc,S0,0,0,0,0,248,13,1,1,0,0,0.05,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,neptune
0,tcp,private,REJ,0,0,0,0,196,2,0,0,1,1,0.01,0.08,0,255,2,0.01,0.09,0,0,0,0,1,1,neptune
0,tcp,link,S0,0,0,0,0,301,20,1,1,0,0,0.07,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,110,10,1,1,0,0,0.09,0.06,0,255,28,0.11,0.06,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,265,15,1,1,0,0,0.06,0.06,0,255,6,0.02,0.09,0,0,1,1,0,0,neptune
0,tcp,ftp_data,S0,0,0,0,0,15,3,1,1,0,0,0.2,0.27,0,97,55,0.24,0.04,0.01,0.04,0.98,0.42,0,0,neptune
0,tcp,nnsp,S0,0,0,0,0,253,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,neptune
0,tcp,http_443,S0,0,0,0,0,263,17,1,1,0,0,0.06,0.05,0,255,17,0.07,0.07,0,0,1,1,0,0,neptune
0,tcp,systat,S0,0,0,0,0,119,17,1,1,0,0,0.14,0.08,0,255,17,0.07,0.07,0,0,1,1,0,0,neptune
0,tcp,private,REJ,0,0,0,0,194,1,0,0,1,1,0.01,0.08,0,255,1,0,0.07,0,0,0,0,1,1,neptune
0,tcp,private,S0,0,0,0,0,74,14,1,1,0,0,0.19,0.05,0,255,13,0.05,0.08,0,0,1,1,0,0,neptune
0,tcp,private,S0,0,0,0,0,254,10,1,1,0,0,0.04,0.06,0,255,20,0.08,0.05,0,0,1,1,0,0,neptune
0,tcp,finger,S0,0,0,0,0,4,1,1,1,0,0,0.25,0.5,0,255,61,0.24,0.03,0,0,1,1,0,0,neptune
